idx_uid,idx_context,uid,context,m_day,m_pattern1,m_pattern2,m_pattern3,m_pattern4,m_pattern_day1,m_pattern_day2,m_pattern_day3,m_pattern_day4,m_slide_pattern,m_pattern_day_obs,m_pattern_adapt,std_day,std_slide_pattern,std_pattern_day_obs,std_pattern_adapt,md_day,md_slide_pattern,md_pattern_day_obs,md_pattern_adapt
u30,TUESDAY_,u30,TUESDAY_,0.4482722780897654,0.4482722780897654,0.4998004469987228,0.6212121212121212,0.6571428571428571,0.4482722780897654,0.4851670484590624,0.4837151743528519,0.5290886712139085,0.6863636363636363,0.4837151743528519,0.6901270772238515,0.1285996442461481,0.12558403506122487,0.09956595211718476,0.11888794365990826,0.4626485568760611,0.7272727272727273,0.4641047297297297,0.6901270772238515
u30,WEDNESDAY_,u30,WEDNESDAY_,0.40482474811976726,0.40482474811976726,0.5085794581762324,0.6064516129032258,0.8333333333333334,0.40482474811976726,0.470121927904477,0.4779486158796504,0.5201846046673633,0.7485169045513872,0.47009481122781616,0.6965517241379311,0.1375107645244635,0.11068286210008134,0.08287722892363522,0.13654475774636785,0.4074074074074074,0.7758620689655172,0.48148148148148145,0.6965517241379311
u30,THURSDAY_,u30,THURSDAY_,0.38134194509194513,0.38134194509194513,0.5790917487684728,0.6791666666666667,0.3939393939393939,0.38134194509194513,0.451106031811677,0.4854625068418171,0.3955525878442545,0.7443831594764548,0.46338685815822245,0.6360294117647058,0.15691421014663423,0.12792040690664458,0.1407208107404339,0.015597943702644454,0.34375,0.7548387096774194,0.4444444444444444,0.6360294117647058
u30,FRIDAY_,u30,FRIDAY_,0.4425319798961103,0.4211456245617736,0.6586168195363598,0.5961538461538461,0.75,0.4425319798961103,0.5117926023455979,0.4989579386131111,0.4968907251443403,0.6739125479995045,0.47979737695254937,0.5769230769230769,0.12190685675391333,0.12567548625963235,0.14016662626390544,0.10878565864408424,0.44655797101449274,0.6538461538461539,0.4913793103448276,0.5769230769230769
u30,SATURDAY_,u30,SATURDAY_,0.2783341950503643,0.2695643934234198,0.48662790697674413,0.5405405405405406,0.7317073170731707,0.2752420491010755,0.3617505463282697,0.39003727865796833,0.4295665634674922,0.6023367117117117,0.3617142857142857,0.5405405405405406,0.11569799002164458,0.07692682745564447,0.0698569967862919,,0.30303030303030304,0.6145833333333333,0.37142857142857144,0.5405405405405406
u30,SUNDAY_,u30,SUNDAY_,0.42582007073386385,0.42582007073386385,0.5451092117758783,0.6379310344827587,0.8148148148148148,0.42582007073386385,0.4211568986568986,0.5030108780108781,0.5843516004692475,0.6910452893211514,0.5140984093067427,0.6379310344827587,0.19873907850900357,0.050285008487642065,0.18580247381337958,0.024382992454708506,0.4444444444444444,0.6896551724137931,0.5677083333333333,0.6379310344827587
u31,MONDAY_,u31,MONDAY_,0.3562999125258699,0.3141825395114869,0.2895161290322581,0.30952380952380953,0.3181818181818182,0.33706921356095165,0.26246212990399037,0.23771447850395216,0.2039903680770554,0.5732664482664482,0.23243423243423242,0.30952380952380953,0.20103336722618875,0.111594037620782,0.17493998260000318,,0.34210526315789475,0.5581490581490582,0.1794871794871795,0.30952380952380953
u31,TUESDAY_,u31,TUESDAY_,0.409324655111378,0.4038323831556915,0.425935599959369,0.4,0.46511627906976744,0.4056616514483743,0.3988357110805014,0.4165120007225271,0.4197057684862563,0.6038165266106443,0.3946676231468197,0.4,0.14852472375818668,0.07454694768243317,0.0988660153489895,,0.41025641025641024,0.571078431372549,0.4166666666666667,0.4
u31,WEDNESDAY_,u31,WEDNESDAY_,0.3055851116436766,0.29427195736337675,0.45535147991543345,0.3242240215924427,0.4878048780487805,0.2962071573990179,0.32613733566477465,0.251682717492822,0.3115855512180293,0.6621652238789595,0.22710803177814531,0.3242240215924427,0.14499369396928463,0.14930009540837502,0.12758874947009677,0.049144398422546816,0.3333333333333333,0.6073717948717949,0.25,0.3242240215924427
u31,THURSDAY_,u31,THURSDAY_,0.38976538087360857,0.3806890725316944,0.44425774085661884,0.5714285714285714,0.5121951219512195,0.3832730518598597,0.38497124446437325,0.36130323165206885,0.30318651048352585,0.655374636920548,0.3557415452764289,0.5714285714285714,0.21661026578044593,0.0905531714120438,0.19303544814895116,0.0,0.4,0.6284074605451937,0.4,0.5714285714285714
u31,FRIDAY_,u31,FRIDAY_,0.23907505608087004,0.22349664224664226,0.3374114029601835,0.34615384615384615,0.6111111111111112,0.22349664224664226,0.25175036289940633,0.2690883190883191,0.2798454549877699,0.6298954017120402,0.26379161773898613,0.34615384615384615,0.16682592942234625,0.14896566998025604,0.14314313494327455,0.05439282932204212,0.2142857142857143,0.6842105263157895,0.2642857142857143,0.34615384615384615
u31,SATURDAY_,u31,SATURDAY_,0.35050687512469536,0.3444093141490856,0.4371345029239766,0.5477443609022556,0.4883720930232558,0.3444093141490856,0.3899296082069191,0.40715273068214247,0.33271172782800684,0.6424089021573541,0.3950435729847494,0.5477443609022556,0.13058181052972773,0.06595500967366369,0.15846931834249958,0.006911570041673087,0.34959349593495936,0.6285714285714286,0.38235294117647056,0.5477443609022556
u31,SUNDAY_,u31,SUNDAY_,0.39616314375601874,0.35440879303472694,0.43070596729133315,0.43714644877435577,0.43902439024390244,0.37931996874532126,0.39633699633699637,0.38393866494553003,0.36694005485176967,0.6011797483783902,0.34980357553193414,0.43714644877435577,0.17730586066405457,0.12148979763346685,0.12544780906960928,0.006666625843996351,0.40870138431114045,0.5789473684210527,0.3865576102418208,0.43714644877435577
u35,MONDAY_,u35,MONDAY_,0.3477633477633478,0.35382417290312024,0.4871373836891078,0.6896551724137931,0.7857142857142857,0.35257104007104006,0.4190258786532079,0.5522276255034875,0.5957791708541333,0.6589326765188834,0.5382921964943455,0.7164750957854407,0.20098897067648333,0.13796191097140792,0.1125708911629766,0.08669508428340815,0.40824915824915825,0.6785714285714286,0.5108695652173914,0.7164750957854407
u35,TUESDAY_,u35,TUESDAY_,0.17356051255507776,0.17356051255507776,0.4576534576534576,0.6388888888888888,0.6666666666666666,0.17356051255507776,0.2847562087035771,0.3260921177587844,0.24670234113712378,0.7202588522588523,0.3165216946795894,0.6388888888888888,0.16729748303429548,0.10681183760389937,0.2691972222423876,0.19641855032959654,0.11805555555555555,0.7692307692307693,0.3097165991902834,0.6388888888888888
u35,WEDNESDAY_,u35,WEDNESDAY_,0.29409223817118557,0.29409223817118557,0.6950947603121516,0.712962962962963,0.8333333333333334,0.29409223817118557,0.48045938059525023,0.4666720443117959,0.4487241824198345,0.8217670011148273,0.3942194135819504,0.782051282051282,0.15275785245201948,0.08894926553793632,0.16499414803334897,0.07252377242938955,0.23809523809523808,0.8514492753623188,0.47368421052631576,0.782051282051282
u35,THURSDAY_,u35,THURSDAY_,0.09712381916329285,0.09712381916329285,0.12889983579638753,0.4574074074074074,0.43333333333333335,0.09712381916329285,0.087316776790461,0.163464462315037,0.16442528735632184,0.6445648604269294,0.12417471819645733,0.4574074074074074,0.12663678494157812,0.17990394626528328,0.1199170254032153,0.034045882057130036,0.02631578947368421,0.7,0.10416666666666666,0.4574074074074074
